#,Patient Code,PAT id(SSAM),Accession,Name,Species-group,Species,Group,Subtype,Country,Sampling Year,HXB2/MAC239 start,HXB2/MAC239 stop,Sequence Length,Organism
2812,B539child,13610,DQ187223,BB539_M9M_J17_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2813,B539child,13610,DQ187224,BB539_M9M_J19_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2814,B539child,13610,DQ187225,BB539_M9M_J22_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2815,B539child,13610,DQ187226,BB539_M9M_J23_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2816,B539child,13610,DQ187227,BB539_M9M_J30_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2817,B539child,13610,DQ187228,BB539_M9M_J31_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2818,B539child,13610,DQ187229,BB539_M9M_K25_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2819,B539child,13610,DQ187230,BB539_M9M_K26_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2820,B539child,13610,DQ187231,BB539_M9M_K27_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2821,B539child,13610,DQ187232,BB539_M9M_K29_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2822,B539child,13610,DQ187233,BB539_M9M_L16_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2823,B539child,13610,DQ187234,BB539_M9M_L17_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2824,B539child,13610,DQ187235,BB539_M9M_L18_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2825,B539child,13610,DQ187236,BB539_M9M_L19_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2826,B539child,13610,DQ187237,BB539_M9M_L20_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2827,B539child,13610,DQ187238,BB539_M9M_2A9_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2828,B539child,13610,DQ187239,BB539_M9M_2A11_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2829,B539child,13610,DQ187241,BB539_M9M_2B14_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2830,B539child,13610,DQ187242,BB539_M9M_2B16_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2831,B539child,13610,DQ187243,BB539_M9M_2C1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2832,B539child,13610,DQ187244,BB539_M9M_2C2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2833,B539child,13610,DQ187245,BB539_M9M_2C5_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2834,B539child,13610,DQ187246,BB539_M9M_2C4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2835,B539child,13610,DQ187247,BB539_M9M_2D6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2836,B539child,13610,DQ187248,BB539_M9M_2D7_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2837,B539child,13610,DQ187249,BB539_M9M_X1_1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2838,B539child,13610,DQ187250,BB539_M9M_X4_1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2839,B539child,13610,DQ187251,BB539_M9M_Y4_1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2840,B539mother,13609,DQ187252,MB539_M6B_A3_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2841,B539mother,13609,DQ187253,MB539_M6B_A4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2842,B539mother,13609,DQ187254,MB539_M6B_A8_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2843,B539mother,13609,DQ187255,MB539_M6B_A9_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2844,B539mother,13609,DQ187256,MB539_M6B_B22_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2845,B539mother,13609,DQ187257,MB539_M6B_B23_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,104,HIV-1
2846,B539mother,13609,DQ187258,MB539_M6B_B26_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2847,B539mother,13609,DQ187259,MB539_M6B_B28_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2848,B539mother,13609,DQ187260,MB539_M6B_B29_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2849,B539mother,13609,DQ187261,MB539_M6B_D1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2850,B539mother,13609,DQ187262,MB539_M6B_D2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2851,B539mother,13609,DQ187263,MB539_M6B_D6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2852,B539mother,13609,DQ187264,MB539_M6B_E4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2853,B539mother,13609,DQ187265,MB539_M6B_2C1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2854,B539mother,13609,DQ187266,MB539_M6B_2C2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2855,B539mother,13609,DQ187267,MB539_M6B_2C4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2856,B539mother,13609,DQ187268,MB539_M6B_2C6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2857,B539mother,13609,DQ187269,MB539_M6B_2D1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2858,B539mother,13609,DQ187270,MB539_M6B_2D2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2859,B539mother,13609,DQ187271,MB539_M6B_2E13_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2860,B539mother,13609,DQ187272,MB539_M6B_2E14_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2861,B539mother,13609,DQ187273,MB539_M6B_2E15_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2862,B539mother,13609,DQ187274,MB539_M6B_2G1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2863,B539mother,13609,DQ187275,MB539_M6B_2G3_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2864,B539mother,13609,DQ187276,MB539_M6B_2G6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2865,B539mother,13609,DQ187277,MB539_M6B_2G8_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2866,B539mother,13609,DQ187278,MB539_M6B_2G9_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2867,B539mother,13609,DQ187279,MB539_M6B_X1_1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2868,B539mother,13609,DQ187280,MB539_M6B_X4_1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2869,B539mother,13609,DQ187281,MB539_M6M_A1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2870,B539mother,13609,DQ187282,MB539_M6M_A2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2871,B539mother,13609,DQ187283,MB539_M6M_A3_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2872,B539mother,13609,DQ187284,MB539_M6M_A4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2873,B539mother,13609,DQ187285,MB539_M6M_A7_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2874,B539mother,13609,DQ187286,MB539_M6M_A8_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2875,B539mother,13609,DQ187287,MB539_M6M_B1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2876,B539mother,13609,DQ187288,MB539_M6M_B4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2877,B539mother,13609,DQ187289,MB539_M6M_B6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2878,B539mother,13609,DQ187290,MB539_M6M_C1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2879,B539mother,13609,DQ187291,MB539_M6M_C2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2880,B539mother,13609,DQ187292,MB539_M6M_C3_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2881,B539mother,13609,DQ187293,MB539_M6M_C4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2882,B539mother,13609,DQ187294,MB539_M6M_C5_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2883,B539mother,13609,DQ187295,MB539_M6M_E1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2884,B539mother,13609,DQ187296,MB539_M6M_E2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2885,B539mother,13609,DQ187297,MB539_M6M_E6_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2886,B539mother,13609,DQ187298,MB539_M6M_E8_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2887,B539mother,13609,DQ187299,MB539_M6M_E9_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2888,B539mother,13609,DQ187300,MB539_M6M_E10_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2889,B539mother,13609,DQ187301,MB539_M6M_F1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2890,B539mother,13609,DQ187302,MB539_M6M_F2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2891,B539mother,13609,DQ187303,MB539_M6M_F3_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2892,B539mother,13609,DQ187304,MB539_M6M_F4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2893,B539mother,13609,DQ187305,MB539_M6M_F5_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2894,B539mother,13609,DQ187306,MB539_M6M_2A1_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2895,B539mother,13609,DQ187307,MB539_M6M_2A2_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2896,B539mother,13609,DQ187308,MB539_M6M_2A4_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2897,B539mother,13609,DQ187309,MB539_M6M_2B5_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2898,B539mother,13609,DQ187310,MB539_M6M_2B7_v3,PLV,HIV-1,M,A,KENYA,,7110,7217,105,HIV-1
2899,9312,21470,DQ297219,M9312N,PLV,HIV-1,M,A,CAMEROON,2001,2253,2552,300,HIV-1
2900,4415,21444,DQ297267,M4415N,PLV,HIV-1,M,A,CAMEROON,2001,2253,2552,300,HIV-1
2901,4556,21445,DQ297268,M4556N,PLV,HIV-1,M,A,CAMEROON,2001,2253,2552,300,HIV-1
2902,5348,21454,DQ297275,M5348N,PLV,HIV-1,M,A,CAMEROON,2001,2253,2552,300,HIV-1
2903,321,22826,DQ323181,P321_9,PLV,HIV-1,M,A,SENEGAL,,6974,7317,335,HIV-1
2904,,,DQ333247,04CMNW16,PLV,HIV-1,M,A,CAMEROON,2004,2265,2555,291,HIV-1
2905,,,DQ336639,CZ78284,PLV,HIV-1,M,A,CZECH REPUBLIC,,880,1233,354,HIV-1
2906,,,DQ336643,CZ79990,PLV,HIV-1,M,A,CZECH REPUBLIC,,880,1233,354,HIV-1
2907,,,DQ336644,CZ80671,PLV,HIV-1,M,A,CZECH REPUBLIC,,880,1233,345,HIV-1
2908,,,DQ336652,CZ72494,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,327,HIV-1
2909,,,DQ336653,CZ72945,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2910,75925,19286,DQ336654,CZ75925,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2911,,,DQ336655,CZ76191,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2912,,,DQ336656,CZ76799,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2913,,,DQ336657,CZ77054,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2914,,,DQ336658,CZ77504,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2915,,,DQ336660,CZ78284,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2916,,,DQ336661,CZ79034,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2917,,,DQ336662,CZ79418,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2918,,,DQ336663,CZ79710,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2919,,,DQ336664,CZ79990,PLV,HIV-1,M,A,CZECH REPUBLIC,,6999,7334,330,HIV-1
2920,SK162,29757,DQ396400,04ZASK162B1,PLV,HIV-1,M,A,SOUTH AFRICA,2004,567,9615,9109,HIV-1
2921,70,14583,DQ445119,IT070,PLV,HIV-1,M,A,ITALY,2000,766,7666,6895,HIV-1
2922,7,21275,DQ461826,04CM007,PLV,HIV-1,M,A,CAMEROON,2004,2253,2549,297,HIV-1
2923,16,21510,DQ461832,04CM016,PLV,HIV-1,M,A,CAMEROON,2004,2253,2549,297,HIV-1
2924,43,21291,DQ461846,04CM043,PLV,HIV-1,M,A,CAMEROON,2004,2253,2549,297,HIV-1
2925,58,21294,DQ461850,04CM058,PLV,HIV-1,M,A,CAMEROON,2004,2253,2549,297,HIV-1
2926,72,21302,DQ461860,04CM072,PLV,HIV-1,M,A,CAMEROON,2004,2253,2549,297,HIV-1
2927,8,21509,DQ461932,04CM008,PLV,HIV-1,M,A,CAMEROON,2004,4492,4780,289,HIV-1
2928,15,21279,DQ461936,04CM015,PLV,HIV-1,M,A,CAMEROON,2004,4492,4780,289,HIV-1
2929,16,21510,DQ461937,04CM016,PLV,HIV-1,M,A,CAMEROON,2004,4492,4780,289,HIV-1
2930,72,21302,DQ461962,04CM072,PLV,HIV-1,M,A,CAMEROON,2004,4492,4780,289,HIV-1
2931,A061,26597,DQ645262,A0061,PLV,HIV-1,M,A,BURKINA FASO,2003,7050,7667,603,HIV-1
2932,945,22342,DQ841565,s_945,PLV,HIV-1,M,A,ITALY,,6828,7373,540,HIV-1
2933,Cam11,21801,DQ869232,Cam11DBS,PLV,HIV-1,M,A,CAMEROON,,2318,3257,940,HIV-1
2934,Cam11,21801,DQ869233,Cam11PL,PLV,HIV-1,M,A,CAMEROON,,2318,3257,940,HIV-1
2935,NTM57,13139,EF063088,envNTM57_35,PLV,HIV-1,M,A,PORTUGAL,,7075,7599,510,HIV-1
2936,NTM63,13145,EF063093,envNTM63_56,PLV,HIV-1,M,A,PORTUGAL,,7093,7601,503,HIV-1
2937,,,EF063202,2002_2698,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1825,2054,224,HIV-1
2938,,,EF063213,2002_2789,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1826,2040,209,HIV-1
2939,,,EF063224,2002_2833,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1826,2042,211,HIV-1
2940,,,EF063225,2002_2838,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1826,2042,211,HIV-1
2941,,,EF063226,2002_2840,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1826,2042,211,HIV-1
2942,,,EF063227,2002_2850,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1825,2103,273,HIV-1
2943,,,EF063231,2002_2843,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1827,2043,211,HIV-1
2944,,,EF063243,2002_2753,PLV,HIV-1,M,A,RUSSIAN FEDERATION,2002,1826,2042,211,HIV-1
2945,pci179,59149,EF116652,pci179,PLV,HIV-1,M,A,COTE D'IVOIRE,2002,7809,8276,468,HIV-1
2946,,,EF119508,No2985,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2640,3399,760,HIV-1
2947,,,EF119548,No2342,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3348,703,HIV-1
2948,,,EF119549,No2346,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3354,709,HIV-1
2949,,,EF119550,No2379,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2643,3357,715,HIV-1
2950,,,EF119551,No2654,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3357,712,HIV-1
2951,,,EF119552,No2657,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3357,712,HIV-1
2952,,,EF119553,No2671,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3351,706,HIV-1
2953,,,EF119554,No2672,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3363,718,HIV-1
2954,,,EF119555,No2674,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3344,699,HIV-1
2955,,,EF119556,No2676,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3338,693,HIV-1
2956,,,EF119557,No2724,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3357,712,HIV-1
2957,,,EF119558,No2725,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2643,3369,727,HIV-1
2958,,,EF119559,No2727,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2642,3362,721,HIV-1
2959,,,EF119560,No2730,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2646,3368,723,HIV-1
2960,,,EF119561,No2737,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2653,3280,628,HIV-1
2961,,,EF119562,No2740,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2655,3351,697,HIV-1
2962,,,EF119563,No2742,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2670,3315,646,HIV-1
2963,,,EF119564,No3124,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2642,3406,765,HIV-1
2964,,,EF119565,No3137,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,2643,3282,640,HIV-1
2965,LN22,22385,EF122558,02CNLN22,PLV,HIV-1,M,A,CHINA,2002,802,1780,979,HIV-1
2966,,,EF139232,patient_No_2654,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,881,1302,422,HIV-1
2967,,,EF139233,patient_No_2336,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,871,1302,432,HIV-1
2968,,,EF139234,patient_No_2339,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,852,1307,456,HIV-1
2969,,,EF139236,patient_No_2329,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,864,1311,448,HIV-1
2970,,,EF139237,patient_No_2334,PLV,HIV-1,M,A,RUSSIAN FEDERATION,,869,1310,442,HIV-1
2971,,,EF143462,11HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,7030,7358,320,HIV-1
2972,,,EF143463,12HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,7029,7358,324,HIV-1
2973,,,EF143503,11HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,2253,2549,297,HIV-1
2974,,,EF143504,12HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,2253,2549,297,HIV-1
2975,,,EF143545,11HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,2565,3299,735,HIV-1
2976,,,EF143546,12HIV_SEY,PLV,HIV-1,M,A,SEYCHELLES,2006,2565,3299,735,HIV-1
2977,CV306,5713,EF192290,CV306_49_03,PLV,HIV-1,M,A,ITALY,2003,6966,7368,394,HIV-1
2978,KEH97,19744,EF382044,06ZA_KEH97EN,PLV,HIV-1,M,A,SOUTH AFRICA,2006,2253,3446,1194,HIV-1
2979,TV095,27753,EF547464,TV095,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7038,7337,294,HIV-1
2980,TV101,27755,EF547466,TV101,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7056,7337,276,HIV-1
2981,TV130,27758,EF547470,TV130,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7071,7328,249,HIV-1
2982,TV131,27759,EF547471,TV131,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7023,7316,287,HIV-1
2983,TV239,27763,EF547475,TV239,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7035,7337,300,HIV-1
2984,TV340,27772,EF547484,TV340,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7024,7337,306,HIV-1
2985,TV412,27775,EF547487,TV412,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7026,7328,300,HIV-1
2986,TV441,27777,EF547489,TV441,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7056,7327,266,HIV-1
2987,TV519,27781,EF547493,TV519,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7041,7337,291,HIV-1
2988,TV095,27753,EF547494,TV095,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7851,8235,385,HIV-1
2989,TV239,27763,EF547500,TV239,PLV,HIV-1,M,A,SOUTH AFRICA,2000,7869,8312,445,HIV-1
2990,TV441,27777,EF547509,TV441,PLV,HIV-1,M,A,SOUTH AFRICA,2001,7851,8218,368,HIV-1
2991,P35,28906,EU010265,SE_P35.21525,PLV,HIV-1,M,A,SWEDEN,2000,6984,7349,360,HIV-1
2992,P57,28905,EU010266,SE_P57.22661,PLV,HIV-1,M,A,SWEDEN,2001,6984,7349,360,HIV-1
2993,P57,28905,EU010267,SE_P57.22867,PLV,HIV-1,M,A,SWEDEN,2001,6984,7349,360,HIV-1
2994,P70,28955,EU010268,SE_P70.24411,PLV,HIV-1,M,A,SWEDEN,2002,6984,7349,360,HIV-1
2995,LFA95,23666,EU068276,01AOLFA95,PLV,HIV-1,M,A,ANGOLA,2001,2137,2650,511,HIV-1
2996,LFA96,23824,EU068277,01AOLFA96,PLV,HIV-1,M,A,ANGOLA,2001,2137,2650,526,HIV-1
2997,,,EU068280,01AOLFA99,PLV,HIV-1,M,A,ANGOLA,2001,2137,2650,511,HIV-1
2998,SNS29,23675,EU068295,01AOSNS29,PLV,HIV-1,M,A,ANGOLA,2001,2137,2650,511,HIV-1
2999,,,EU068338,01AOHDP76,PLV,HIV-1,M,A,ANGOLA,2001,2249,2592,344,HIV-1
3000,,,EU242040,BCCFE_HOMER_HIV_GAG_2983,PLV,HIV-1,M,A,CANADA,,790,2292,1494,HIV-1
3001,,,EU269132,1412,PLV,HIV-1,M,A,SOUTH AFRICA,,1258,1702,445,HIV-1
3002,,,EU269245,1553,PLV,HIV-1,M,A,SOUTH AFRICA,,1258,1702,445,HIV-1
3003,,,EU269327,1656,PLV,HIV-1,M,A,SOUTH AFRICA,,1258,1702,445,HIV-1
3004,290207,27726,EU342830,03SP3_290207,PLV,HIV-1,M,A,SPAIN,2003,7758,8387,630,HIV-1
3005,334408,28984,EU342850,06SP29_334408,PLV,HIV-1,M,A,SPAIN,2006,7758,8792,1053,HIV-1
3006,MAL06,31755,EU480457,MAL06,PLV,HIV-1,M,A,MALI,2003,6225,8792,2619,HIV-1
3007,MAL154,31748,EU480467,MAL154,PLV,HIV-1,M,A,MALI,2003,6225,8792,2571,HIV-1
3008,MAL30,31740,EU480474,MAL30,PLV,HIV-1,M,A,MALI,2004,6225,8792,2640,HIV-1
3009,MAL27,31742,EU480479,MAL27,PLV,HIV-1,M,A,MALI,2004,2262,2549,288,HIV-1
3010,1138,22703,EU542004,1138_2,PLV,HIV-1,M,A,SENEGAL,,5041,5619,579,HIV-1
3011,2517,29598,EU542014,2517,PLV,HIV-1,M,A,SENEGAL,,5041,5619,579,HIV-1
3012,124_33,108999,EU618651,124_33,PLV,HIV-1,M,A,CAMEROON,2003,7670,8345,679,HIV-1
3013,127_44,109401,EU618652,127_44,PLV,HIV-1,M,A,CAMEROON,2003,7670,8345,676,HIV-1
3014,145_01,109311,EU618662,145_01,PLV,HIV-1,M,A,CAMEROON,2003,7701,8345,645,HIV-1
3015,472_35,109399,EU618774,472_35,PLV,HIV-1,M,A,CAMEROON,2004,7670,8345,676,HIV-1
3016,4832_9,109212,EU618780,4832_9,PLV,HIV-1,M,A,CAMEROON,2002,7751,8351,601,HIV-1
3017,624_20,109136,EU618838,624_20,PLV,HIV-1,M,A,CAMEROON,2004,7670,8345,676,HIV-1
3018,814_12,109360,EU618876,814_12,PLV,HIV-1,M,A,CAMEROON,2003,7704,8345,642,HIV-1
3019,969_10,109437,EU618911,969_10,PLV,HIV-1,M,A,CAMEROON,2004,7670,8345,676,HIV-1
3020,A1266,109062,EU618947,A1266,PLV,HIV-1,M,A,CAMEROON,2001,7760,8345,586,HIV-1
3021,A1779,109186,EU619019,A1779,PLV,HIV-1,M,A,CAMEROON,2001,7761,8345,585,HIV-1
3022,A1802,108983,EU619037,A1802,PLV,HIV-1,M,A,CAMEROON,2001,7751,8351,598,HIV-1
3023,ABB196,67808,EU619140,ABB196,PLV,HIV-1,M,A,CAMEROON,1998,7887,8218,332,HIV-1
3024,393_17,109514,EU619259,393_17,PLV,HIV-1,M,A,CAMEROON,2004,1194,1825,632,HIV-1
3025,,,EU672650,102620PL1,PLV,HIV-1,M,A,CZECH REPUBLIC,,2253,3554,1302,HIV-1
3026,CY111,29310,EU673431,CY111,PLV,HIV-1,M,A,CYPRUS,2005,790,2292,1491,HIV-1
3027,CY112,29307,EU673432,CY112,PLV,HIV-1,M,A,CYPRUS,2005,790,2292,1491,HIV-1
3028,QA252,29926,EU693133,QA252_1487M_Gma_A,PLV,HIV-1,M,A,KENYA,1997,850,1434,576,HIV-1
3029,QA252,29926,EU693134,QA252_1487M_Gma_B,PLV,HIV-1,M,A,KENYA,1997,850,1434,576,HIV-1
3030,QA252,29926,EU693135,QA252_1487M_Gma_C,PLV,HIV-1,M,A,KENYA,1997,850,1434,576,HIV-1
3031,QA252,29926,EU693136,QA252_1487M_Gma_E,PLV,HIV-1,M,A,KENYA,1997,850,1434,576,HIV-1
3032,QA252,29926,EU693137,QA252_1487M_Gma_F,PLV,HIV-1,M,A,KENYA,1997,850,1434,576,HIV-1
3033,QA252,29926,EU693148,QA252_1725M_Gma_A,PLV,HIV-1,M,A,KENYA,1998,850,1434,576,HIV-1
3034,QA252,29926,EU693149,QA252_1725M_Gma_B,PLV,HIV-1,M,A,KENYA,1998,850,1434,576,HIV-1
3035,QA252,29926,EU693150,QA252_1725M_Gma_C,PLV,HIV-1,M,A,KENYA,1998,850,1434,576,HIV-1
3036,QA252,29926,EU693151,QA252_1725M_Gma_D,PLV,HIV-1,M,A,KENYA,1998,850,1434,576,HIV-1
3037,QA252,29926,EU693152,QA252_1725M_Gma_E,PLV,HIV-1,M,A,KENYA,1998,850,1434,576,HIV-1
