sequenceID	record_id	organism	target_datatype	target_version	target_name	scaffold	orientation	assigned_name	extract_start	extract_end	locus_structure	sequence_length
Microcebus_mittermeieri_24180	24180	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01087423.1	-	0	26774	27195	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_mittermeieri_24194	24194	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01024043.1	+	0	7916	8337	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	422
Microcebus_mittermeieri_24696	24696	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01122924.1	-	0	392	813	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_mittermeieri_24459	24459	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01231222.1	+	0	8421	8843	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	423
Microcebus_mittermeieri_24641	24641	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01167361.1	-	0	25481	25903	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	423
Microcebus_mittermeieri_24645	24645	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01214626.1	+	0	56296	56718	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	423
Microcebus_mittermeieri_24087	24087	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01157547.1	-	0	22188	22614	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	427
Microcebus_mittermeieri_24085	24085	Microcebus_mittermeieri	low_coverage	Mmit_1.0	GCA_008750955.1_Mmit_1.0_genomic.fna	VSMH01345205.1	-	0	16823	17972	LTR[pSIVgml(-)]-env[pSIVgml(-)]	1150
Microcebus_murinus_24349	24349	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	scaffold_8910	+	0	53904	54316	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	413
Microcebus_murinus_24169	24169	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	scaffold_45530	+	0	2736	3155	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420
Microcebus_murinus_24278	24278	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_2.fa	scaffold_1644	-	0	25943	26362	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	420
Microcebus_murinus_24774	24774	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	scaffold_11115	-	0	4081	4502	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_murinus_24252	24252	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_5.fa	scaffold_33974	+	0	7895	8317	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	423
Microcebus_murinus_24719	24719	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	scaffold_6426	+	0	99547	100418	env[pSIVgml(+)]-LTR[pSIVgml(+)]	872
Microcebus_murinus_24159	24159	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_6.fa	scaffold_54450	-	0	9	2008	gag[pSIVgml(-)]-LTR[pSIVgml(-)]-rev[pSIVgml(-)]	2000
Microcebus_murinus_24102	24102	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_5.fa	scaffold_33011	+	0	5773	10193	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-pol[pSIVgml(+)]	4421
Microcebus_ravelobensis_24526	24526	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01149221.1	-	0	693	1103	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	411
Microcebus_ravelobensis_24337	24337	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01038107.1	-	0	3576	3990	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	415
Microcebus_ravelobensis_24031	24031	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01137681.1	-	0	3340	3759	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	420
Microcebus_ravelobensis_24360	24360	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01121251.1	+	0	5823	6242	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420
Microcebus_ravelobensis_24515	24515	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01085043.1	+	0	1344	1763	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420
Microcebus_ravelobensis_24748	24748	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01183847.1	+	0	7112	7531	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420
Microcebus_ravelobensis_24186	24186	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01063232.1	-	0	23907	24327	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	421
Microcebus_ravelobensis_24250	24250	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01132399.1	+	0	1524	1944	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	421
Microcebus_ravelobensis_24609	24609	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01278226.1	-	0	5757	6177	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	421
Microcebus_ravelobensis_24054	24054	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01226122.1	-	0	2243	2664	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_ravelobensis_24427	24427	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01129473.1	-	0	2257	2678	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_ravelobensis_24509	24509	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01000320.1	-	0	12049	12470	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_ravelobensis_24393	24393	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01199660.1	-	0	2656	3082	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	427
Microcebus_ravelobensis_24585	24585	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01242316.1	-	0	31024	31465	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	442
Microcebus_ravelobensis_24420	24420	Microcebus_ravelobensis	low_coverage	Mrav_1.0	GCA_008750975.1_Mrav_1.0_genomic.fna	VSMG01058654.1	+	0	26925	27425	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-rev[pSIVgml(+)]	501
Microcebus_tavaratra_24529	24529	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01150182.1	+	0	13988	14387	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	400
Microcebus_tavaratra_24012	24012	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01074799.1	-	0	25442	25843	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	402
Microcebus_tavaratra_24044	24044	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01102948.1	+	0	299	700	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	402
Microcebus_tavaratra_24342	24342	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01041970.1	-	0	27423	27824	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	402
Microcebus_tavaratra_24551	24551	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01308082.1	-	0	22040	22443	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	404
Microcebus_tavaratra_24072	24072	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01090872.1	-	0	46519	46937	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	419
Microcebus_tavaratra_24125	24125	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01225038.1	-	0	4530	4949	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	420
Microcebus_tavaratra_24455	24455	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01094214.1	+	0	43449	43868	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	420
Microcebus_tavaratra_24700	24700	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01100441.1	-	0	41555	41974	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	420
Microcebus_tavaratra_24428	24428	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01081323.1	+	0	43568	43988	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	421
Microcebus_tavaratra_24326	24326	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01029923.1	-	0	2540	2961	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_tavaratra_24490	24490	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01154225.1	+	0	11077	11498	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	422
Microcebus_tavaratra_24670	24670	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01083276.1	-	0	7046	7467	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	422
Microcebus_tavaratra_24106	24106	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01048171.1	+	0	23204	23626	LTR[pSIVgml(+)]-rev[pSIVgml(+)]	423
Microcebus_tavaratra_24276	24276	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01268938.1	-	0	5668	6090	LTR[pSIVgml(-)]-rev[pSIVgml(-)]	423
Microcebus_tavaratra_24671	24671	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01234899.1	+	0	8835	9261	rev[pSIVgml(+)]-LTR[pSIVgml(+)]	427
Microcebus_tavaratra_24479	24479	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01059698.1	+	0	66318	69611	LTR[pSIVgml(+)]-rev[pSIVgml(+)]-pol[pSIVgml(+)]-pol[pSIVgml(+)]	3294
Microcebus_tavaratra_24785	24785	Microcebus_tavaratra	low_coverage	Mtav_1.0	GCA_008750935.1_Mtav_1.0_genomic.fna	VSME01228323.1	+	0	651	4812	env[pSIVgml(+)]-LTR[pSIVgml(+)]-rev[pSIVgml(+)]	4162
Mustela_erminea_24376	24376	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002943.1	-	0	1236369	1236848	LTR[MELVmpf(-)]	480
Mustela_erminea_24200	24200	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002847.1	-	0	385068	385598	LTR[MELVmpf(-)]	531
Mustela_erminea_24041	24041	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002928.1	+	0	3575	4108	LTR[MELVmpf(+)]	534
Mustela_erminea_24781	24781	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002554.1	-	0	725086	725663	LTR[MELVmpf(-)]	578
Mustela_erminea_24473	24473	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01001134.1	+	0	897252	897832	LTR[MELVmpf(+)]	581
Mustela_erminea_24665	24665	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002399.1	+	0	157053	157635	LTR[MELVmpf(+)]	583
Mustela_erminea_24268	24268	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000255.1	-	0	34650	35233	LTR[MELVmpf(-)]	584
Mustela_erminea_24146	24146	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01001493.1	-	0	1185604	1186189	LTR[MELVmpf(-)]	586
Mustela_erminea_24083	24083	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002575.1	-	0	833463	834803	LTR[MELVmpf(-)]	1341
Mustela_erminea_24577	24577	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002198.1	+	0	158608	161614	LTR[MELVmpf(+)]-pol[MELVmpf(+)]	3007
Mustela_erminea_24275	24275	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002965.1	-	0	120157	124447	LTR[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]	4291
Mustela_erminea_24445	24445	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01003095.1	+	0	2	4371	pol[MELVmpf(+)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]	4370
Mustela_erminea_24418	24418	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000221.1	-	0	488569	497460	LEA[MELVmpf(-)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-gag[MELVmpf(-)]-LEA[MELVmpf(-)]-LTR[MELVmpf(-)]	8892
Mustela_erminea_24716	24716	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000603.1	-	0	342605	354438	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(+)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	11834
Mustela_putorius_furo_24298	24298	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896938	-	0	6366920	6367393	LTR[MELVmpf(-)]	474
Mustela_putorius_furo_24153	24153	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896920	-	0	515314	515795	LTR[MELVmpf(-)]	482
Mustela_putorius_furo_24613	24613	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897071	-	0	867147	867660	LTR[MELVmpf(-)]	514
Mustela_putorius_furo_24556	24556	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896919	-	0	9418233	9418762	LTR[MELVmpf(-)]	530
Mustela_putorius_furo_24082	24082	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896943	+	0	3235585	3236115	LTR[MELVmpf(+)]	531
Mustela_putorius_furo_24570	24570	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896898	-	0	48134785	48135318	LTR[MELVmpf(-)]	534
Mustela_putorius_furo_24416	24416	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896918	+	0	7998878	7999447	LTR[MELVmpf(+)]	570
Mustela_putorius_furo_24706	24706	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896901	-	0	24506474	24507043	LTR[MELVmpf(-)]	570
Mustela_putorius_furo_24265	24265	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897056	+	0	3436739	3437321	LTR[MELVmpf(+)]	583
Mustela_putorius_furo_24761	24761	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896950	-	0	2508888	2509470	LTR[MELVmpf(-)]	583
Mustela_putorius_furo_24702	24702	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896924	-	0	12535923	12536508	LTR[MELVmpf(-)]	586
Mustela_putorius_furo_24257	24257	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	AEYP01113944	+	0	1	1359	LEA[MELVmpf(+)]-gag[MELVmpf(+)]	1359
Mustela_putorius_furo_24446	24446	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	AEYP01111284	+	0	539	3760	LTR[MELVmpf(+)]-gag[MELVmpf(+)]	3222
Mustela_putorius_furo_24290	24290	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896902	-	0	12412676	12417516	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-LTR[MELVmpf(-)]	4841
Mustela_putorius_furo_24244	24244	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897027	-	0	5167323	5172429	LTR[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-pol[MELVmpf(-)]	5107
Mustela_putorius_furo_24243	24243	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897225	-	0	217505	226391	LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	8887
Mustela_putorius_furo_24485	24485	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896920	+	0	1236807	1246116	LTR[MELVmpf(-)]-LTR[MELVmpf(+)]-LEA[MELVmpf(+)]-pol[MELVmpf(+)]-LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]	9310
Neovison_vison_24563	24563	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000120.1	-	0	97112	97625	LTR[MELVmpf(-)]	514
Neovison_vison_24105	24105	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000208.1	-	0	1932183	1932707	LTR[MELVmpf(-)]	525
Neovison_vison_24483	24483	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000825.1	-	0	87724	88253	LTR[MELVmpf(-)]	530
Neovison_vison_24369	24369	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000802.1	+	0	3207	3786	LTR[MELVmpf(+)]	580
Neovison_vison_24206	24206	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000285.1	+	0	842947	843527	LTR[MELVmpf(+)]	581
Neovison_vison_24319	24319	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000739.1	-	0	119961	120553	LTR[MELVmpf(-)]	593
Neovison_vison_24498	24498	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000502.1	-	0	630349	631371	gag[MELVmpf(-)]-LTR[MELVmpf(-)]	1023
Neovison_vison_24643	24643	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000040.1	+	0	8808715	8810303	env[MELVmpf(+)]-LTR[MELVmpf(+)]	1589
Neovison_vison_24527	24527	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000502.1	-	0	623296	625172	pol[MELVmpf(-)]	1877
Neovison_vison_24221	24221	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000040.1	+	0	8800788	8804707	LTR[MELVmpf(+)]-gag[MELVmpf(+)]-gag[MELVmpf(+)]-env[MELVmpf(+)]	3920
Neovison_vison_24149	24149	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000348.1	-	0	132236	137903	LTR[MELVmpf(-)]-env[MELVmpf(-)]-env[MELVmpf(-)]-vif[MELVmpf(-)]-vif[MELVmpf(-)]-pol[MELVmpf(-)]-LTR[MELVmpf(-)]	5668
Neovison_vison_24228	24228	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000254.1	+	0	1512815	1518852	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(-)]-env[MELVmpf(+)]	6038
Neovison_vison_24099	24099	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01001227.1	+	0	3855	12312	LTR[MELVmpf(+)]-pol[MELVmpf(+)]-env[MELVmpf(+)]-LTR[MELVmpf(+)]-LTR[MELVmpf(+)]	8458
Oryctolagus_cuniculus_24587	24587	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr17	-	0	4595285	4595684	LTR[RELIK(-)]	400
Oryctolagus_cuniculus_24215	24215	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0129	-	0	739606	740010	LTR[RELIK(-)]	405
Oryctolagus_cuniculus_24583	24583	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	+	0	6351350	6351754	LTR[RELIK(+)]	405
Oryctolagus_cuniculus_24793	24793	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	+	0	132569442	132569849	LTR[RELIK(+)]	408
Oryctolagus_cuniculus_24029	24029	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	+	0	76415088	76415501	LTR[RELIK(+)]	414
Oryctolagus_cuniculus_24592	24592	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr11	+	0	30217058	30217471	LTR[RELIK(+)]	414
Oryctolagus_cuniculus_24434	24434	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr15	+	0	108397696	108398110	LTR[RELIK(+)]	415
Oryctolagus_cuniculus_24412	24412	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	+	0	21559752	21560167	LTR[RELIK(+)]	416
Oryctolagus_cuniculus_24065	24065	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr3	+	0	42646851	42647267	LTR[RELIK(+)]	417
Oryctolagus_cuniculus_24115	24115	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	-	0	110431942	110432359	LTR[RELIK(-)]	418
Oryctolagus_cuniculus_24305	24305	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0010	-	0	882978	883395	LTR[RELIK(-)]	418
Oryctolagus_cuniculus_24443	24443	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr2	-	0	103537028	103537445	LTR[RELIK(-)]	418
Oryctolagus_cuniculus_24075	24075	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	-	0	133947481	133947901	LTR[RELIK(-)]	421
Oryctolagus_cuniculus_24254	24254	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr19	+	0	43221514	43221934	LTR[RELIK(+)]	421
Oryctolagus_cuniculus_24073	24073	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0007	-	0	2402437	2402862	LTR[RELIK(-)]	426
Oryctolagus_cuniculus_24226	24226	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr13	-	0	67002381	67002810	LTR[RELIK(-)]	430
Oryctolagus_cuniculus_24654	24654	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	+	0	108334458	108334890	LTR[RELIK(+)]	433
Oryctolagus_cuniculus_24293	24293	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr16	-	0	82149059	82149493	LTR[RELIK(-)]	435
Oryctolagus_cuniculus_24103	24103	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	+	0	61368192	61368628	LTR[RELIK(+)]	437
Oryctolagus_cuniculus_24222	24222	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	-	0	42845260	42845698	LTR[RELIK(-)]	439
Oryctolagus_cuniculus_24378	24378	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr5	+	0	31385814	31386252	LTR[RELIK(+)]	439
Oryctolagus_cuniculus_24462	24462	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	38290809	38291250	LTR[RELIK(+)]	442
Oryctolagus_cuniculus_24234	24234	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	-	0	70800100	70800542	LTR[RELIK(-)]	443
Oryctolagus_cuniculus_24752	24752	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr19	-	0	33154629	33155071	LTR[RELIK(-)]	443
Oryctolagus_cuniculus_24729	24729	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr17	-	0	60578556	60579000	LTR[RELIK(-)]	445
Oryctolagus_cuniculus_24021	24021	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0135	-	0	514503	514950	LTR[RELIK(-)]	448
Oryctolagus_cuniculus_24208	24208	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr7	-	0	150030425	150030873	LTR[RELIK(-)]	449
Oryctolagus_cuniculus_24374	24374	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr1	+	0	188561526	188561974	LTR[RELIK(+)]	449
Oryctolagus_cuniculus_24049	24049	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr14	+	0	60530568	60531017	LTR[RELIK(+)]	450
Oryctolagus_cuniculus_24063	24063	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrUn0016	-	0	2462372	2462821	LTR[RELIK(-)]	450
Oryctolagus_cuniculus_24281	24281	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr18	+	0	54034267	54034716	LTR[RELIK(+)]	450
Oryctolagus_cuniculus_24304	24304	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chr3	+	0	151004571	151005020	LTR[RELIK(+)]	450
Oryctolagus_cuniculus_24590	24590	Oryctolagus_cuniculus	complete	goldenpath_oryCun2	oryCun2.fa	chrX	+	0	27643022	27643471	LTR[RELIK(+)]	450
